time,open,high,low,close,Swing High,Swing Low,Trail,Fast,Signal,Base line,Band A,Band B,Fast,Slow
2026-02-25T09:00:00-05:00,5185.175,5217.78,5158.645,5206.945,5250.005,5093.225,,38.105343034035414,38.89524557392586,38.4058204990142,53.17458515418847,23.637055843839917,61.85552431660186,61.118681105099945
2026-02-25T13:00:00-05:00,5206.96,5208.445,5144.905,5163.58,5250.005,5093.225,,40.92988467682784,39.68342557735558,38.161936731212975,52.44559879399824,23.878274668427707,59.225296386202814,60.383990465202025
2026-02-25T17:00:00-05:00,5173.57,5198.455,5155.13,5191.5,5250.005,5093.225,,43.23905573459852,39.40853046957329,37.74089935195037,51.18803123713758,24.293767466763157,57.066000725345106,60.63698437288393
2026-02-25T21:00:00-05:00,5191.495,5205.64,5174.07,5198.365,5250.005,5093.225,,40.850744527752994,39.59505308169867,37.46447739189962,50.502175735735435,24.426779048063807,59.270031021264714,60.460670028553736
2026-02-26T01:00:00-05:00,5198.395,5199.82,5167.7,5186.49,5250.005,5093.225,,41.58394603210829,40.533049444003616,37.43254673504871,50.432525513786715,24.432567956310706,58.58964417395512,59.584731877851176
2026-02-26T05:00:00-05:00,5186.485,5190.335,5157.87,5165.995,5217.78,5093.225,,44.76829002647506,41.80238079623707,37.418906437874405,50.39256539531251,24.445247480436308,55.63396059893597,58.400815621744904
2026-02-26T09:00:00-05:00,5165.985,5192.955,5130.235,5167.345,5217.78,5093.225,,46.64441331787562,42.80381273224111,37.37978305007557,50.275837472528195,24.483728627622938,53.88843366833574,57.464581775581244
2026-02-26T13:00:00-05:00,5167.49,5201.005,5160.53,5185.17,5217.78,5093.225,,44.992625566518896,43.770175805518065,37.35021297995608,50.20659902137314,24.49382693853903,55.390327125500015,56.553616424287235
2026-02-26T17:00:00-05:00,5182.035,5195.03,5166.995,5194.41,5217.78,5093.225,,42.679478175487084,43.30369658900089,37.26660656878104,50.02010671857128,24.513106418990816,57.495570878594435,56.97037448769313
2026-02-26T21:00:00-05:00,5194.47,5200.64,5173.59,5197.815,5217.78,5093.225,,41.607695726783604,43.30407294614237,37.172398517046716,49.81522192086832,24.52957511322512,58.472409551046525,56.95544751734478
2026-02-27T01:00:00-05:00,5197.83,5199.47,5172.225,5176.11,5217.78,5093.225,,43.912053152624196,44.17835619610696,37.16167336453115,49.78330900605676,24.54003772300554,56.36094047646111,56.13920576060638
2026-02-27T05:00:00-05:00,5176.145,5240.825,5168.685,5223.22,5217.78,5130.235,,42.502548141370255,43.5665306916458,36.97257590668751,49.41072305648009,24.534428756894926,57.645113858661425,56.68558171297514
2026-02-27T09:00:00-05:00,5223.17,5257.75,5213.935,5234.74,5217.78,5130.235,,37.65330571845827,42.145503536673594,36.73747587451635,48.978258534833735,24.496693214198956,62.08778833597543,57.98315654261766
2026-02-27T13:00:00-05:00,5234.75,5281.155,5222.665,5278.51,5217.78,5130.235,,34.008313751433974,39.95621652980534,36.41755883562446,48.653896510958106,24.181221160290818,65.49169013842788,60.00079784728719
